age,gender,income,person_id,year_of_member,month_of_member,day_of_member
65.0,F,75000.0,2478,2016,6,15
33.0,M,50000.0,5530,2017,12,1
44.0,M,55000.0,16349,2015,6,14
67.0,F,94000.0,14160,2015,12,1
53.0,F,84000.0,107,2017,4,23
83.0,F,61000.0,11085,2018,1,4
57.0,F,61000.0,13636,2018,5,31
87.0,M,42000.0,8222,2018,1,21
63.0,F,76000.0,14027,2017,6,9
57.0,M,52000.0,12540,2018,1,30
64.0,M,95000.0,2906,2015,8,29
53.0,M,62000.0,9285,2018,5,17
45.0,M,58000.0,7400,2016,6,25
41.0,M,87000.0,10348,2015,10,15
60.0,F,118000.0,4787,2017,2,18
56.0,O,60000.0,16585,2017,4,3
66.0,M,79000.0,12722,2018,1,28
42.0,F,61000.0,3855,2018,5,16
57.0,M,65000.0,16856,2018,4,4
50.0,M,111000.0,10020,2017,8,11
83.0,F,64000.0,12537,2017,1,15
64.0,F,70000.0,9199,2018,7,2
86.0,M,62000.0,13125,2017,8,22
43.0,F,39000.0,3262,2018,1,26
81.0,M,85000.0,6243,2016,12,23
52.0,M,99000.0,1604,2018,3,12
44.0,F,76000.0,106,2018,3,12
30.0,F,69000.0,15169,2018,3,26
50.0,M,56000.0,16053,2018,6,26
55.0,F,91000.0,11321,2016,9,19
41.0,M,55000.0,12262,2014,11,16
34.0,F,63000.0,647,2017,10,16
53.0,F,90000.0,15190,2015,4,17
65.0,F,93000.0,13498,2018,7,20
74.0,F,91000.0,100,2016,11,11
66.0,M,72000.0,8277,2017,2,18
42.0,F,71000.0,10887,2015,7,30
88.0,F,89000.0,14985,2017,7,24
22.0,F,57000.0,9116,2017,8,30
63.0,M,71000.0,2962,2017,9,12
67.0,F,82000.0,6475,2016,5,29
56.0,F,60000.0,11467,2017,12,8
71.0,M,62000.0,14979,2017,10,10
76.0,M,54000.0,4472,2014,9,10
60.0,F,91000.0,11654,2018,5,11
52.0,F,92000.0,16934,2015,11,7
58.0,O,78000.0,14340,2015,3,11
43.0,F,60000.0,4469,2017,7,4
77.0,M,79000.0,11778,2018,3,2
65.0,M,68000.0,6540,2018,7,19
56.0,M,68000.0,13525,2017,12,11
69.0,M,75000.0,11005,2015,9,7
34.0,F,62000.0,6936,2017,12,5
27.0,M,70000.0,7401,2018,7,2
34.0,F,52000.0,15837,2017,3,9
80.0,F,100000.0,1868,2017,4,9
63.0,M,74000.0,12898,2018,5,21
42.0,F,33000.0,11666,2017,1,8
56.0,M,54000.0,6035,2018,5,12
62.0,M,31000.0,13147,2018,3,5
70.0,M,36000.0,5508,2018,5,5
58.0,M,100000.0,10092,2015,11,4
29.0,M,53000.0,2416,2016,10,14
88.0,F,51000.0,12280,2016,3,19
72.0,F,104000.0,15014,2015,8,30
54.0,M,74000.0,2280,2017,8,29
64.0,M,74000.0,3850,2017,1,5
84.0,M,64000.0,13751,2015,10,22
23.0,M,71000.0,2711,2014,2,26
63.0,M,62000.0,7103,2017,11,27
65.0,F,52000.0,2273,2017,8,16
37.0,M,44000.0,5128,2017,10,21
29.0,M,40000.0,10222,2017,11,5
77.0,M,77000.0,11466,2013,8,13
52.0,M,81000.0,8001,2017,3,11
65.0,M,71000.0,252,2017,11,18
36.0,M,38000.0,5499,2018,2,4
44.0,M,64000.0,16575,2017,7,9
61.0,F,113000.0,16045,2018,3,15
70.0,O,34000.0,652,2017,9,19
53.0,F,41000.0,8890,2015,11,21
49.0,M,65000.0,2463,2017,8,7
21.0,F,36000.0,1612,2018,5,6
63.0,F,76000.0,15671,2016,7,1
52.0,M,100000.0,5801,2016,6,7
51.0,F,88000.0,4964,2017,4,12
53.0,M,53000.0,3787,2013,12,12
40.0,M,49000.0,9693,2017,8,12
26.0,M,65000.0,9089,2018,2,18
67.0,M,88000.0,2528,2016,11,6
53.0,F,53000.0,16754,2016,11,22
30.0,M,42000.0,14298,2017,3,7
79.0,M,78000.0,7217,2017,7,30
44.0,M,55000.0,14636,2018,2,2
67.0,M,72000.0,2885,2017,9,14
42.0,M,32000.0,13218,2017,11,6
27.0,M,40000.0,6710,2016,3,22
83.0,M,54000.0,7186,2018,4,30
48.0,M,98000.0,1746,2015,9,5
52.0,F,81000.0,9894,2017,11,29
48.0,M,69000.0,15519,2017,5,31
37.0,M,59000.0,13988,2017,1,14
41.0,M,50000.0,16438,2016,1,24
36.0,M,54000.0,13699,2017,12,16
72.0,M,65000.0,3677,2018,2,27
66.0,F,79000.0,12480,2016,3,16
59.0,M,74000.0,13564,2017,11,28
54.0,M,70000.0,16248,2016,3,16
41.0,M,34000.0,16883,2015,9,3
83.0,F,73000.0,11379,2015,11,29
80.0,F,58000.0,9553,2017,11,23
72.0,M,64000.0,4364,2016,3,3
21.0,M,35000.0,16467,2018,5,2
52.0,F,85000.0,16831,2017,6,6
65.0,M,87000.0,441,2015,1,7
60.0,M,33000.0,7171,2016,10,30
49.0,M,53000.0,8084,2016,11,9
51.0,F,56000.0,724,2016,3,12
57.0,F,110000.0,15504,2016,9,24
65.0,F,75000.0,5849,2016,2,14
65.0,F,65000.0,14944,2016,11,26
49.0,F,73000.0,5315,2018,5,27
61.0,M,41000.0,14798,2017,9,27
51.0,M,54000.0,9192,2013,10,7
38.0,F,48000.0,7141,2018,3,19
75.0,M,61000.0,15699,2018,4,21
73.0,M,45000.0,7355,2013,11,14
55.0,M,69000.0,14242,2018,6,16
67.0,M,91000.0,9041,2017,12,26
57.0,F,84000.0,1270,2017,11,11
26.0,M,69000.0,7243,2018,5,10
61.0,M,65000.0,15026,2016,2,6
28.0,M,48000.0,12132,2018,1,16
50.0,F,65000.0,12762,2017,9,26
38.0,F,38000.0,6405,2015,10,21
24.0,M,39000.0,15097,2017,9,30
29.0,F,33000.0,11437,2016,6,19
90.0,F,78000.0,14822,2015,10,2
85.0,F,88000.0,4506,2016,12,7
43.0,F,79000.0,6647,2017,12,4
64.0,M,88000.0,14763,2017,1,10
38.0,M,96000.0,13148,2017,9,9
48.0,F,45000.0,3453,2017,6,18
57.0,O,91000.0,12590,2017,8,23
63.0,M,60000.0,15060,2018,5,17
63.0,F,92000.0,5487,2015,8,3
56.0,M,63000.0,8209,2016,8,10
70.0,M,51000.0,9479,2017,8,19
32.0,M,40000.0,10924,2017,10,23
80.0,M,112000.0,1610,2018,6,2
87.0,F,83000.0,2742,2017,11,6
55.0,M,58000.0,228,2015,6,23
25.0,M,73000.0,9717,2018,5,29
62.0,M,64000.0,11074,2018,5,19
53.0,F,46000.0,10565,2017,8,1
19.0,M,44000.0,2971,2017,4,27
47.0,F,42000.0,8307,2017,5,19
58.0,M,78000.0,1192,2018,3,21
54.0,M,45000.0,9340,2017,8,27
60.0,M,52000.0,11248,2016,6,25
83.0,M,60000.0,6144,2017,3,12
82.0,F,65000.0,5874,2017,8,22
49.0,M,41000.0,16911,2018,1,25
49.0,M,68000.0,5486,2018,6,12
73.0,M,57000.0,421,2016,8,7
50.0,F,87000.0,5607,2018,7,7
32.0,F,48000.0,5881,2015,12,8
52.0,F,64000.0,4773,2016,6,14
45.0,F,42000.0,14684,2018,2,22
85.0,F,90000.0,4223,2017,10,31
73.0,M,38000.0,4045,2018,5,15
20.0,F,64000.0,12452,2016,5,22
22.0,M,53000.0,9696,2017,10,17
43.0,F,68000.0,8156,2016,1,19
67.0,F,56000.0,13012,2017,10,19
70.0,F,81000.0,8311,2016,7,12
72.0,F,74000.0,3041,2017,6,6
44.0,F,42000.0,16824,2016,1,11
47.0,M,70000.0,2811,2015,2,23
75.0,F,99000.0,3709,2017,11,3
27.0,M,55000.0,3661,2017,8,25
66.0,F,99000.0,15673,2016,5,29
38.0,M,35000.0,2275,2018,3,12
89.0,M,119000.0,3516,2016,1,31
73.0,F,56000.0,15401,2014,9,22
22.0,F,32000.0,2497,2018,4,26
90.0,F,66000.0,5414,2017,10,29
29.0,M,44000.0,7653,2015,11,30
51.0,F,92000.0,8814,2015,8,29
76.0,M,34000.0,10047,2017,11,18
46.0,F,70000.0,13548,2016,7,13
53.0,F,91000.0,2388,2018,4,12
67.0,F,85000.0,5182,2017,12,24
53.0,F,74000.0,738,2017,11,23
71.0,M,73000.0,16783,2017,8,24
35.0,M,53000.0,9628,2018,6,21
64.0,M,63000.0,8278,2017,10,17
95.0,F,41000.0,6884,2018,7,25
65.0,M,57000.0,4521,2017,9,14
78.0,M,64000.0,15961,2014,9,9
49.0,M,33000.0,11677,2014,9,19
54.0,M,75000.0,16869,2017,4,25
67.0,M,97000.0,14424,2013,8,5
62.0,F,43000.0,12371,2017,1,31
35.0,M,61000.0,7668,2017,10,26
73.0,F,55000.0,10734,2015,10,9
23.0,F,31000.0,1545,2015,11,22
88.0,M,52000.0,4147,2017,9,27
74.0,F,92000.0,6158,2016,3,27
57.0,M,55000.0,3643,2014,6,3
53.0,M,80000.0,8742,2017,10,6
50.0,M,37000.0,325,2018,6,6
25.0,M,45000.0,2823,2018,7,21
60.0,F,69000.0,1207,2017,12,14
40.0,F,33000.0,10159,2014,5,24
63.0,M,79000.0,8972,2014,1,20
80.0,F,79000.0,16404,2017,6,22
69.0,O,46000.0,15716,2018,2,25
29.0,M,50000.0,14238,2017,8,17
51.0,F,70000.0,2501,2017,11,8
57.0,F,74000.0,10048,2016,3,26
50.0,F,106000.0,16767,2016,8,22
62.0,M,46000.0,13352,2018,6,25
20.0,M,58000.0,3819,2017,8,2
63.0,F,34000.0,6479,2016,2,13
30.0,M,49000.0,890,2016,6,7
26.0,F,48000.0,15705,2017,10,23
62.0,F,64000.0,7739,2017,5,3
25.0,M,32000.0,7089,2017,4,23
28.0,F,43000.0,367,2017,11,5
68.0,F,89000.0,4788,2016,3,16
75.0,M,92000.0,16785,2014,2,3
26.0,M,70000.0,15760,2018,7,7
52.0,F,54000.0,14654,2015,12,7
54.0,M,113000.0,11771,2016,10,20
79.0,M,101000.0,10273,2016,11,25
28.0,M,47000.0,1805,2018,7,2
55.0,M,62000.0,6391,2015,10,9
27.0,M,59000.0,5711,2018,1,12
21.0,F,36000.0,5796,2015,1,23
61.0,F,64000.0,9775,2018,3,18
40.0,M,59000.0,10250,2016,7,21
67.0,M,36000.0,4505,2018,1,19
66.0,F,88000.0,5745,2017,12,14
55.0,M,31000.0,10486,2017,11,16
70.0,M,46000.0,10433,2015,10,25
19.0,F,62000.0,15198,2016,7,30
55.0,F,78000.0,2216,2016,6,18
54.0,M,63000.0,16037,2018,1,12
67.0,M,66000.0,11692,2017,3,24
35.0,F,41000.0,3315,2017,2,8
57.0,O,87000.0,16440,2017,10,21
62.0,F,99000.0,16687,2016,2,5
32.0,M,35000.0,13110,2017,9,6
43.0,M,68000.0,11412,2017,8,12
19.0,M,49000.0,5712,2018,2,9
46.0,M,51000.0,4065,2017,11,19
70.0,M,43000.0,16340,2018,6,17
82.0,O,46000.0,3783,2017,12,11
67.0,M,65000.0,16837,2017,9,15
61.0,M,37000.0,1694,2017,10,18
52.0,M,85000.0,13631,2015,8,31
63.0,F,79000.0,6937,2017,10,29
90.0,F,119000.0,14105,2016,7,22
54.0,F,75000.0,11461,2015,8,29
71.0,M,53000.0,13979,2017,7,28
22.0,M,53000.0,1237,2017,12,20
24.0,M,46000.0,16902,2018,6,5
25.0,F,68000.0,8466,2014,3,16
43.0,F,63000.0,11349,2017,8,29
74.0,F,53000.0,8060,2018,1,8
53.0,F,100000.0,9119,2016,8,25
66.0,F,51000.0,9782,2016,7,10
74.0,F,82000.0,7369,2016,9,9
43.0,F,60000.0,10526,2018,7,22
55.0,M,41000.0,608,2017,10,6
40.0,M,69000.0,809,2016,6,30
64.0,F,66000.0,3286,2018,5,17
42.0,M,32000.0,14670,2014,9,2
65.0,F,60000.0,6272,2017,12,2
34.0,M,41000.0,4495,2018,4,15
27.0,M,67000.0,7416,2017,4,15
64.0,F,51000.0,5817,2018,6,13
33.0,F,36000.0,9173,2016,10,19
60.0,M,68000.0,4302,2017,9,12
64.0,M,72000.0,16967,2018,5,31
63.0,F,77000.0,6535,2017,8,10
53.0,F,44000.0,8143,2016,4,14
88.0,F,116000.0,3191,2016,1,2
89.0,F,71000.0,2795,2016,1,29
27.0,M,73000.0,9558,2015,8,30
59.0,F,71000.0,4002,2017,10,9
44.0,M,46000.0,13790,2018,1,1
36.0,M,56000.0,3909,2016,11,23
49.0,M,55000.0,11983,2017,12,29
35.0,F,41000.0,12979,2016,6,1
64.0,M,57000.0,5652,2018,1,27
50.0,M,35000.0,16655,2014,9,17
64.0,M,65000.0,5643,2018,3,10
47.0,F,66000.0,16441,2016,8,28
27.0,M,69000.0,13292,2017,12,15
43.0,F,84000.0,11725,2017,1,14
89.0,M,88000.0,13183,2018,3,8
48.0,F,35000.0,1454,2013,9,6
42.0,O,58000.0,1621,2016,10,27
65.0,F,102000.0,7770,2017,10,4
43.0,F,67000.0,14961,2016,11,13
51.0,F,112000.0,9145,2016,10,28
39.0,M,42000.0,6065,2017,6,5
48.0,M,70000.0,11202,2018,7,19
68.0,M,69000.0,6860,2014,3,30
59.0,M,34000.0,8251,2017,2,4
33.0,F,35000.0,3979,2018,6,28
25.0,M,59000.0,2494,2016,1,12
66.0,M,55000.0,11647,2015,5,8
80.0,F,64000.0,9959,2014,12,29
58.0,F,73000.0,3574,2017,11,25
52.0,F,97000.0,12681,2017,1,12
38.0,F,84000.0,10356,2017,12,19
22.0,M,61000.0,5359,2017,11,11
50.0,F,82000.0,4230,2017,3,11
59.0,M,57000.0,12402,2018,3,18
27.0,M,55000.0,16910,2017,12,1
58.0,F,88000.0,9166,2016,10,10
36.0,F,39000.0,3686,2017,10,9
61.0,F,106000.0,10032,2016,7,27
52.0,M,64000.0,3010,2018,4,23
46.0,M,32000.0,10220,2016,4,4
61.0,F,111000.0,15093,2018,4,12
36.0,F,64000.0,14347,2018,6,24
38.0,M,64000.0,13831,2016,2,23
27.0,M,31000.0,11226,2018,3,13
55.0,M,85000.0,3760,2018,4,25
70.0,M,52000.0,8993,2017,5,5
89.0,M,74000.0,15777,2018,7,19
55.0,M,57000.0,16770,2018,5,9
60.0,M,63000.0,4965,2018,6,16
76.0,M,60000.0,7422,2016,1,15
50.0,F,82000.0,15597,2017,1,24
77.0,F,51000.0,16332,2017,8,13
54.0,M,55000.0,518,2018,1,29
49.0,F,88000.0,5725,2016,11,20
68.0,O,57000.0,7041,2017,10,18
25.0,F,69000.0,12742,2016,4,12
88.0,F,80000.0,16119,2016,7,29
26.0,M,40000.0,1123,2018,1,12
68.0,M,38000.0,1493,2014,6,30
40.0,M,85000.0,7100,2016,10,14
50.0,F,65000.0,4948,2017,8,6
56.0,M,61000.0,5934,2017,5,12
58.0,M,62000.0,2796,2018,2,24
79.0,F,41000.0,14499,2018,3,7
27.0,M,69000.0,16776,2016,2,22
48.0,F,72000.0,11499,2017,11,19
29.0,M,38000.0,2304,2017,5,2
84.0,F,118000.0,8650,2017,3,11
86.0,F,68000.0,10355,2018,6,5
37.0,F,45000.0,10708,2018,4,26
58.0,F,70000.0,10911,2016,12,25
53.0,F,113000.0,13281,2018,1,23
65.0,M,48000.0,15653,2014,1,11
55.0,F,33000.0,9859,2018,1,2
79.0,M,102000.0,7711,2015,11,15
76.0,M,72000.0,5546,2017,2,28
77.0,M,50000.0,16371,2017,10,16
52.0,M,82000.0,4905,2015,10,23
58.0,F,82000.0,15003,2016,7,24
70.0,M,90000.0,13222,2018,2,8
42.0,M,73000.0,12637,2015,5,30
50.0,M,43000.0,10009,2017,2,9
57.0,F,90000.0,14369,2018,6,5
42.0,F,45000.0,3960,2017,9,3
47.0,M,31000.0,8856,2017,10,24
68.0,F,66000.0,982,2016,3,31
47.0,M,68000.0,4969,2017,11,4
63.0,M,55000.0,8786,2016,7,2
55.0,F,39000.0,14018,2017,12,2
23.0,F,35000.0,14871,2016,2,21
35.0,M,55000.0,5522,2018,1,6
45.0,F,70000.0,12891,2017,12,11
59.0,F,55000.0,1950,2018,4,2
80.0,M,89000.0,15903,2018,7,14
19.0,M,49000.0,8844,2017,8,31
74.0,F,84000.0,10485,2015,12,31
29.0,F,38000.0,9677,2018,2,18
20.0,M,31000.0,4865,2018,2,10
45.0,M,63000.0,16044,2016,8,21
92.0,F,86000.0,7508,2017,9,13
21.0,M,46000.0,11932,2017,9,21
53.0,M,60000.0,3122,2017,10,12
84.0,M,95000.0,1473,2016,12,8
21.0,M,59000.0,25,2018,1,6
64.0,M,51000.0,3052,2017,10,20
76.0,M,44000.0,8005,2015,9,21
64.0,M,75000.0,12951,2017,1,29
59.0,F,90000.0,7315,2017,11,30
42.0,M,61000.0,1749,2017,9,14
57.0,M,76000.0,12664,2015,9,13
70.0,F,36000.0,2456,2017,1,19
49.0,M,77000.0,248,2014,2,24
68.0,F,73000.0,1248,2018,6,21
47.0,F,59000.0,399,2016,12,10
56.0,F,54000.0,9635,2015,2,23
20.0,M,40000.0,12535,2013,11,16
60.0,M,71000.0,10980,2015,9,16
64.0,F,67000.0,14317,2017,8,22
85.0,F,89000.0,2061,2018,5,7
67.0,M,92000.0,16185,2016,7,5
31.0,F,46000.0,6729,2018,5,19
47.0,F,72000.0,4633,2017,12,9
60.0,F,58000.0,13780,2017,8,3
26.0,M,70000.0,4162,2018,4,4
32.0,F,34000.0,167,2017,10,30
35.0,M,69000.0,3176,2018,4,1
55.0,M,34000.0,16193,2015,3,23
41.0,M,64000.0,11719,2017,3,27
69.0,F,83000.0,16995,2015,9,20
56.0,M,79000.0,6285,2017,6,28
23.0,M,32000.0,11810,2014,2,21
45.0,F,36000.0,15843,2018,5,18
65.0,F,83000.0,2869,2016,3,18
59.0,M,73000.0,14923,2017,9,13
65.0,F,72000.0,13454,2016,7,5
34.0,M,61000.0,2957,2014,10,9
52.0,F,68000.0,16183,2016,4,29
53.0,M,81000.0,13130,2018,6,8
58.0,M,75000.0,997,2015,9,15
58.0,F,85000.0,13275,2016,8,8
66.0,M,60000.0,14315,2018,7,22
51.0,M,63000.0,1514,2016,8,8
56.0,M,66000.0,2928,2018,7,11
58.0,F,109000.0,12298,2016,6,17
21.0,M,72000.0,9362,2017,12,10
48.0,M,83000.0,7211,2016,12,20
73.0,M,97000.0,7247,2016,10,27
61.0,F,33000.0,15035,2017,8,17
24.0,F,73000.0,1212,2017,10,28
53.0,F,43000.0,15636,2017,9,22
68.0,M,87000.0,3652,2013,12,10
76.0,M,39000.0,7662,2017,9,11
58.0,M,86000.0,15583,2016,11,14
51.0,F,116000.0,2668,2018,2,12
60.0,M,45000.0,13731,2016,12,18
80.0,M,51000.0,947,2014,3,30
54.0,M,57000.0,7619,2017,6,2
70.0,F,57000.0,10427,2017,10,17
65.0,F,87000.0,1875,2017,12,5
56.0,M,88000.0,3806,2018,5,7
47.0,M,90000.0,1235,2018,5,7
60.0,F,78000.0,15025,2018,5,4
57.0,M,61000.0,11269,2017,6,26
30.0,F,65000.0,11766,2017,7,28
69.0,M,80000.0,1976,2018,1,22
50.0,F,107000.0,5898,2017,9,12
59.0,F,96000.0,11923,2017,9,16
37.0,M,49000.0,14606,2017,11,25
67.0,F,62000.0,5471,2018,4,29
54.0,F,81000.0,4217,2018,5,1
26.0,M,74000.0,11758,2017,11,11
29.0,M,67000.0,4574,2018,5,10
79.0,O,57000.0,11265,2015,10,21
55.0,F,78000.0,12704,2016,4,19
67.0,M,44000.0,13309,2017,10,2
44.0,M,38000.0,14402,2018,5,4
37.0,M,39000.0,9328,2018,5,1
69.0,F,73000.0,3093,2016,1,1
40.0,F,61000.0,13324,2016,5,1
41.0,F,54000.0,719,2016,2,11
37.0,M,71000.0,6181,2018,5,29
19.0,M,65000.0,16428,2018,1,7
33.0,F,51000.0,906,2017,3,25
56.0,M,49000.0,16501,2016,1,23
82.0,M,40000.0,4100,2017,11,16
69.0,F,80000.0,8399,2018,6,14
53.0,M,57000.0,10696,2018,2,20
29.0,F,43000.0,3987,2018,1,27
63.0,M,31000.0,15310,2018,1,10
48.0,F,56000.0,10197,2017,10,8
48.0,F,58000.0,10094,2018,6,5
58.0,M,71000.0,5586,2016,1,10
72.0,F,87000.0,1488,2017,9,20
60.0,M,60000.0,729,2018,7,8
28.0,M,40000.0,13441,2013,10,8
53.0,M,32000.0,534,2018,3,1
68.0,F,105000.0,9667,2015,9,6
69.0,F,73000.0,777,2016,10,3
77.0,M,44000.0,10349,2014,7,20
27.0,M,45000.0,10808,2017,11,29
57.0,M,104000.0,10554,2017,9,23
76.0,F,65000.0,7879,2017,12,10
29.0,F,56000.0,12400,2016,2,26
54.0,F,87000.0,10560,2017,8,29
58.0,F,86000.0,6941,2017,2,4
89.0,F,100000.0,9473,2018,5,7
65.0,M,52000.0,274,2018,4,22
45.0,M,54000.0,7390,2014,6,30
55.0,O,63000.0,12717,2015,10,13
20.0,M,41000.0,16650,2018,5,26
52.0,M,56000.0,12346,2017,11,18
62.0,F,120000.0,8693,2017,1,30
77.0,F,109000.0,622,2016,5,25
60.0,F,85000.0,13748,2017,6,14
48.0,M,53000.0,8169,2017,4,28
61.0,M,55000.0,15687,2016,9,23
29.0,M,53000.0,2967,2018,5,10
71.0,M,38000.0,3723,2015,5,20
53.0,M,49000.0,16415,2018,5,6
83.0,M,90000.0,9359,2016,8,4
53.0,F,87000.0,709,2017,7,26
67.0,F,109000.0,1223,2015,10,28
53.0,M,86000.0,12507,2015,7,25
39.0,M,58000.0,9636,2017,10,19
66.0,M,90000.0,11381,2016,8,10
72.0,M,36000.0,1292,2017,10,5
59.0,F,89000.0,11724,2016,12,30
75.0,F,71000.0,7094,2017,4,3
77.0,M,87000.0,12399,2018,6,8
74.0,F,31000.0,8514,2017,8,30
68.0,F,84000.0,5478,2017,10,15
70.0,M,48000.0,13036,2018,6,14
34.0,M,68000.0,4768,2017,12,14
59.0,M,64000.0,3744,2016,5,10
58.0,M,57000.0,6315,2015,12,17
53.0,F,73000.0,16900,2018,3,8
36.0,F,31000.0,14507,2014,4,4
48.0,M,60000.0,2655,2016,2,8
71.0,M,119000.0,4752,2018,5,30
73.0,M,93000.0,2316,2014,2,18
45.0,M,35000.0,4001,2017,9,17
61.0,F,58000.0,4286,2016,7,18
84.0,F,64000.0,5925,2016,10,17
48.0,M,40000.0,15135,2017,12,26
62.0,M,65000.0,15281,2015,9,30
54.0,F,85000.0,16966,2018,1,18
34.0,M,55000.0,3878,2016,8,7
41.0,M,36000.0,2256,2017,9,14
64.0,F,108000.0,1086,2018,3,20
62.0,F,59000.0,7475,2017,10,9
87.0,M,33000.0,12206,2018,1,28
35.0,F,33000.0,1855,2017,7,20
66.0,F,59000.0,477,2018,4,23
34.0,F,54000.0,7482,2016,7,12
32.0,F,70000.0,6412,2018,4,22
55.0,M,70000.0,15986,2015,10,22
70.0,F,31000.0,204,2014,1,30
58.0,M,60000.0,6764,2016,3,16
43.0,F,70000.0,6117,2017,11,13
41.0,M,35000.0,12016,2017,9,6
73.0,M,71000.0,12416,2017,12,28
61.0,O,98000.0,13296,2016,11,2
74.0,F,39000.0,2620,2016,1,3
58.0,F,68000.0,393,2017,4,13
80.0,F,38000.0,4266,2015,8,23
47.0,M,74000.0,5664,2018,2,22
60.0,F,92000.0,7431,2017,12,20
33.0,F,51000.0,8125,2017,4,21
52.0,F,41000.0,15209,2018,6,30
54.0,M,119000.0,13149,2017,8,8
44.0,M,73000.0,11244,2017,11,21
39.0,M,39000.0,14193,2017,10,18
27.0,F,33000.0,10912,2017,12,5
75.0,F,86000.0,12193,2015,8,7
77.0,F,105000.0,1050,2017,8,19
33.0,F,46000.0,4513,2018,6,13
69.0,F,112000.0,16131,2015,12,25
34.0,F,58000.0,3928,2017,11,2
51.0,F,72000.0,3418,2016,4,13
63.0,M,46000.0,16833,2014,8,12
47.0,M,50000.0,4624,2017,10,29
34.0,M,44000.0,3924,2017,11,6
33.0,M,46000.0,6084,2017,10,27
47.0,M,54000.0,6474,2017,9,21
77.0,F,74000.0,8328,2018,7,18
62.0,M,41000.0,7093,2018,7,10
51.0,M,114000.0,189,2015,12,18
25.0,F,48000.0,11588,2015,11,21
65.0,M,36000.0,4781,2017,10,21
49.0,M,68000.0,15674,2014,3,12
80.0,F,52000.0,2264,2017,12,4
76.0,M,111000.0,11238,2016,5,1
56.0,M,58000.0,2363,2018,3,18
36.0,M,30000.0,14637,2016,4,24
26.0,O,36000.0,1279,2018,1,17
56.0,F,69000.0,440,2017,6,14
66.0,M,48000.0,12771,2017,9,3
82.0,F,101000.0,6706,2017,12,12
57.0,F,98000.0,2440,2018,3,25
69.0,M,48000.0,1716,2018,4,2
20.0,M,33000.0,1085,2018,3,11
48.0,F,90000.0,6463,2018,1,23
60.0,M,85000.0,5438,2016,11,18
39.0,M,60000.0,12195,2015,11,13
31.0,M,70000.0,1333,2018,5,11
46.0,M,31000.0,242,2016,4,9
76.0,F,82000.0,5139,2016,1,6
62.0,F,88000.0,13778,2017,10,25
55.0,F,71000.0,10667,2017,6,25
39.0,F,50000.0,13224,2016,1,15
49.0,F,43000.0,15663,2018,3,27
57.0,M,60000.0,229,2017,10,3
18.0,M,47000.0,11524,2016,12,29
21.0,F,70000.0,5794,2016,3,25
37.0,M,42000.0,10162,2018,1,13
64.0,F,87000.0,1068,2016,3,28
60.0,F,93000.0,6743,2017,9,6
83.0,F,89000.0,2151,2018,4,20
62.0,F,104000.0,10777,2017,10,10
22.0,M,43000.0,15605,2017,10,17
46.0,M,56000.0,1424,2016,4,26
58.0,M,38000.0,16042,2017,5,28
40.0,M,70000.0,11631,2017,10,5
49.0,M,54000.0,15609,2016,8,18
78.0,M,74000.0,14167,2017,10,8
35.0,M,48000.0,215,2017,12,17
69.0,M,92000.0,7685,2014,11,26
23.0,M,74000.0,3464,2017,11,24
18.0,F,53000.0,14881,2013,10,7
44.0,M,47000.0,8666,2017,6,24
54.0,M,57000.0,16964,2014,2,4
62.0,M,55000.0,13765,2015,1,8
42.0,F,53000.0,15944,2015,9,16
97.0,F,52000.0,6148,2017,9,29
63.0,M,33000.0,526,2018,1,20
32.0,M,53000.0,10494,2016,6,4
71.0,M,47000.0,990,2014,7,24
30.0,F,66000.0,7185,2018,1,8
39.0,M,71000.0,121,2017,6,4
65.0,F,66000.0,14725,2016,5,17
75.0,M,86000.0,15906,2014,6,24
44.0,F,100000.0,14776,2016,3,10
50.0,M,51000.0,9816,2018,7,7
21.0,M,43000.0,9938,2018,7,3
72.0,M,56000.0,15005,2016,6,9
64.0,F,36000.0,2242,2017,1,26
47.0,F,55000.0,14031,2016,12,18
71.0,F,85000.0,2632,2018,1,14
26.0,F,41000.0,12384,2016,5,17
36.0,F,35000.0,1310,2018,4,24
60.0,F,118000.0,831,2016,9,13
49.0,F,53000.0,14180,2016,8,4
38.0,M,50000.0,9451,2018,7,22
45.0,M,43000.0,7083,2018,4,22
47.0,M,70000.0,5548,2017,3,29
45.0,M,68000.0,10953,2016,4,22
55.0,M,91000.0,15045,2014,11,11
50.0,F,66000.0,14546,2017,5,15
24.0,M,70000.0,6897,2018,5,9
51.0,F,119000.0,13188,2015,8,2
49.0,F,58000.0,147,2018,1,26
60.0,F,78000.0,814,2018,1,5
53.0,F,87000.0,13052,2016,5,21
81.0,F,94000.0,15411,2014,6,4
57.0,M,98000.0,4668,2018,7,1
46.0,M,58000.0,16549,2014,7,17
32.0,M,61000.0,15175,2018,3,1
37.0,M,99000.0,4611,2016,1,27
51.0,F,86000.0,10759,2017,8,30
58.0,M,67000.0,16653,2014,3,5
51.0,M,65000.0,7262,2018,6,30
34.0,M,32000.0,1309,2018,5,20
67.0,M,84000.0,1109,2017,3,30
83.0,M,71000.0,14093,2016,7,29
22.0,F,64000.0,1281,2017,8,17
55.0,M,57000.0,4106,2018,5,19
44.0,M,43000.0,15723,2018,2,17
23.0,M,38000.0,10369,2018,6,28
57.0,M,69000.0,15062,2016,9,30
